movieID,ratings_count,avg_rating,Title
67534,2,2.75,Big Stan (2007)
6567,3,3.5,Buffalo Soldiers (2001)
2306,6,2.58,Holy Man (1998)
1866,7,2.93,"Big Hit, The (1998)"
27706,25,3.16,Lemony Snicket's A Series of Unfortunate Events (2004)
4388,26,2.65,Scary Movie 2 (2001)
54734,2,2.5,Sydney White (2007)
65188,4,3.88,Dear Zachary: A Letter to a Son About His Father (2008)
6591,6,4.33,"Magdalene Sisters, The (2002)"
50999,1,5.0,"Ugly Duckling and Me!, The (2006)"
5619,2,4.0,"Trials of Henry Kissinger, The (2002)"
3310,5,4.1,"Kid, The (1921)"
152591,1,4.0,Ip Man 3 (2015)
172577,1,5.0,Last Year's Snow Was Falling (1983)
71838,8,3.06,Law Abiding Citizen (2009)
104218,5,3.4,Grown Ups 2 (2013)
33499,4,2.5,Monster-in-Law (2005)
4723,3,1.83,"Deep End, The (2001)"
6002,3,3.33,Love Liza (2002)
147384,4,4.0,Doctor Who: The Runaway Bride (2007)
6695,4,1.88,Jeepers Creepers 2 (2003)
37382,8,2.88,Domino (2005)
3849,2,4.0,The Spiral Staircase (1945)
26158,1,4.0,Closely Watched Trains (Ostre sledované vlaky) (1966)
26095,1,0.5,"Carabineers, The (Carabiniers, Les) (1963)"
4242,1,2.0,Beautiful Creatures (2000)
6898,3,3.33,Sweet Sixteen (2002)
95135,1,4.0,Your Sister's Sister (2011)
3276,1,1.0,Gun Shy (2000)
75803,1,1.5,Our Family Wedding (2010)
133798,1,1.5,Hot Pursuit (2015)
160440,1,1.5,The Maid's Room (2014)
4204,1,1.0,Losin' It (1983)
5348,1,4.0,Hollywood Ending (2002)
101070,1,2.5,Wadjda (2012)
104337,1,1.5,Lee Daniels' The Butler (2013)
6204,1,2.5,"Meteor Man, The (1993)"
27905,1,3.5,Casshern (2004)
58964,1,4.0,Inside (À l'intérieur) (2007)
390,5,3.7,Faster Pussycat! Kill! Kill! (1965)
527,220,4.23,Schindler's List (1993)
1278,69,3.99,Young Frankenstein (1974)
3793,133,3.7,X-Men (2000)
1641,56,3.76,"Full Monty, The (1997)"
34319,31,3.35,"Island, The (2005)"
38388,2,4.25,Goal! The Dream Begins (Goal!) (2005)
3328,19,4.05,Ghost Dog: The Way of the Samurai (1999)
4878,109,3.98,Donnie Darko (2001)
1228,40,4.19,Raging Bull (1980)
5008,9,4.39,Witness for the Prosecution (1957)
144210,1,4.0,Just Eat It: A Food Waste Story (2014)
3031,4,2.38,Repossessed (1990)
3692,1,3.0,Class of Nuke 'Em High (1986)
119141,12,3.46,The Interview (2014)
1387,91,4.01,Jaws (1975)
8810,17,2.82,AVP: Alien vs. Predator (2004)
146656,8,3.75,Creed (2015)
4508,8,3.5,Gorillas in the Mist (1988)
158966,5,4.5,Captain Fantastic (2016)
214,2,4.0,Before the Rain (Pred dozhdot) (1994)
6604,1,4.0,Hawks and Sparrows (Uccellacci e Uccellini) (1966)
26184,2,3.5,"Diamond Arm, The (Brilliantovaya ruka) (1968)"
142444,1,5.0,The Editor (2015)
5027,5,3.0,Another 48 Hrs. (1990)
656,5,3.0,Eddie (1996)
4167,10,3.0,15 Minutes (2001)
5256,2,2.75,Stolen Summer (2002)
7255,8,2.81,Win a Date with Tad Hamilton! (2004)
2377,5,2.5,Lifeforce (1985)
4506,3,3.17,Frantic (1988)
4390,2,3.5,Rape Me (Baise-moi) (2000)
2693,4,3.38,Trekkies (1997)
95508,1,3.5,Cleanskin (2012)
164753,1,2.0,Anything for Love (2016)
33966,1,1.5,Cop and ½ (1993)
36850,2,3.75,Police Story 2 (Ging chaat goo si juk jaap) (1988)
45969,1,2.5,Career Opportunities (1991)
77201,1,2.5,Valhalla Rising (2009)
103609,1,1.5,Class Act (1992)
172233,1,2.5,The Prime Gig (2000)
26796,1,3.5,"Heart in Winter, A (Un coeur en hiver) (1992)"
32302,1,4.0,"League of Ordinary Gentlemen, A (2004)"
7562,1,2.5,Dobermann (1997)
3823,2,4.0,Wonderland (1999)
179,2,1.5,Mad Love (1995)
267,17,2.94,Major Payne (1995)
609,14,3.57,Homeward Bound II: Lost in San Francisco (1996)
45730,9,2.83,Lady in the Water (2006)
2877,7,3.0,Tommy (1975)
1909,42,3.44,"X-Files: Fight the Future, The (1998)"
7438,110,3.87,Kill Bill: Vol. 2 (2004)
1260,15,3.73,M (1931)
53464,20,2.58,Fantastic Four: Rise of the Silver Surfer (2007)
1593,6,2.83,Picture Perfect (1997)
953,58,4.03,It's a Wonderful Life (1946)
2871,30,3.9,Deliverance (1972)
107406,21,3.43,Snowpiercer (2013)
173925,2,4.25,Seven Sisters (2017)
103688,7,4.21,"Conjuring, The (2013)"
141836,1,4.5,It Can't Be! (1975)
93270,8,2.06,Project X (2012)
165103,2,3.75,Keeping Up with the Joneses (2016)
4243,1,4.0,Brigham City (2001)
8911,1,5.0,Raise Your Voice (2004)
3909,4,2.0,Woman on Top (2000)
25797,1,3.5,Gold Diggers of 1933 (1933)
39435,5,2.9,"Legend of Zorro, The (2005)"
43871,8,2.75,Firewall (2006)
118198,1,2.5,The Green Prince (2014)
101076,3,3.0,G.I. Joe: Retaliation (2013)
4371,1,0.5,Baby Boy (2001)
4256,3,3.67,"Center of the World, The (2001)"
4714,2,2.0,Any Which Way You Can (1980)
8580,1,5.0,Into the Woods (1991)
4444,3,4.17,"Way of the Dragon, The (a.k.a. Return of the Dragon) (Meng long guo jiang) (1972)"
6889,2,3.0,Brother Bear (2003)
5156,1,2.5,"Big Doll House, The (1971)"
6577,2,3.5,Kickboxer 2: The Road Back (1991)
26002,1,3.5,Confidential Report (1955)
7315,2,2.0,Against the Ropes (2004)
2521,2,3.5,Airport 1975 (1974)
26464,1,3.0,Blue Thunder (1983)
126420,1,1.5,American Heist (2015)
7786,1,3.5,Genghis Blues (1999)
8338,1,4.0,Black Narcissus (1947)
8894,1,1.5,Orca: The Killer Whale (1977)
4646,1,1.5,Greenfingers (2000)
8427,1,1.5,Americathon (1979)
573,1,3.5,"Ciao, Professore! (Io speriamo che me la cavo) (1992)"
2028,188,4.15,Saving Private Ryan (1998)
3729,3,4.0,Shaft (1971)
3744,19,2.66,Shaft (2000)
3044,13,3.77,Dead Again (1991)
440,76,3.55,Dave (1993)
520,69,3.13,Robin Hood: Men in Tights (1993)
8961,125,3.84,"Incredibles, The (2004)"
1193,133,4.2,One Flew Over the Cuckoo's Nest (1975)
3741,11,4.09,Badlands (1973)
2097,10,2.9,Something Wicked This Way Comes (1983)
3264,26,2.42,Buffy the Vampire Slayer (1992)
81229,20,3.5,Red (2010)
61350,3,2.33,Babylon A.D. (2008)
7379,6,3.5,The Alamo (2004)
408,2,3.0,8 Seconds (1994)
37545,2,3.25,Woyzeck (1979)
114335,1,3.0,La cravate (1957)
6786,4,3.88,Kiss of the Spider Woman (1985)
7000,4,3.0,Hudson Hawk (1991)
44937,1,4.0,"Child, The (L'enfant) (2005)"
99853,1,4.0,Codependent Lesbian Space Alien Seeks Same (2011)
4438,3,3.83,"Fist of Fury (Chinese Connection, The) (Jing wu men) (1972)"
1833,13,3.0,Mercury Rising (1998)
26347,1,4.0,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) (1975)"
26849,1,5.0,"Stand, The (1994)"
170411,1,4.0,Dave Chappelle: Deep in the Heart of Texas (2017)
162344,1,5.0,Tom Segura: Mostly Stories (2016)
7171,2,3.5,Aileen: Life and Death of a Serial Killer (2003)
5527,4,3.5,Possession (2002)
2691,3,3.67,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)"
4879,1,3.0,High Heels and Low Lifes (2001)
5323,8,1.19,Jason X (2002)
175475,1,0.5,The Emoji Movie (2017)
5499,2,3.25,Robin and Marian (1976)
174909,1,4.5,Logan Lucky (2017)
54256,7,3.14,Hot Rod (2007)
131656,2,3.0,Shaun the Sheep Movie (2015)
7815,1,5.0,True Stories (1986)
26887,1,3.0,"Langoliers, The (1995)"
8261,3,4.17,3 Women (Three Women) (1977)
5883,1,1.5,They (2002)
81191,1,4.0,Waiting for 'Superman' (2010)
138966,1,5.0,Nasu: Summer in Andalusia (2003)
4517,2,1.75,Lady in White (a.k.a. The Mystery of the Lady in White) (1988)
4175,4,3.63,Gray's Anatomy (1996)
6670,2,2.25,Comic Book Villains (2002)
4397,2,2.5,Cannonball Run II (1984)
122932,1,2.0,Elsa & Fred (2014)
6962,1,3.5,OT: Our Town (2002)
164540,1,3.5,Amanda Knox (2016)
2573,1,1.0,Tango (1998)
70932,1,2.0,My Life in Ruins (2009)
284,1,4.5,New York Cop (Nyû Yôku no koppu) (1993)
4197,1,3.0,Real Life (1979)
104837,1,2.0,Rage of Honor (1987)
128736,1,3.5,I'm Here (2010)
167706,1,2.5,Shakespeare Behind Bars (2005)
6789,1,4.0,"Apartment, The (Appartement, L') (1996)"
26875,1,4.0,"Pure Formality, A (Pura formalità, Una) (1994)"
5275,1,1.5,Boxcar Bertha (1972)
160341,1,2.5,Bloodmoon (1997)
3283,2,3.25,Minnie and Moskowitz (1971)
6238,9,2.83,Green Card (1990)
3255,45,3.47,"League of Their Own, A (1992)"
248,17,3.18,Houseguest (1994)
327,34,2.82,Tank Girl (1995)
1006,5,3.5,"Chamber, The (1996)"
45499,52,3.36,X-Men: The Last Stand (2006)
104374,15,3.93,About Time (2013)
1608,58,3.34,Air Force One (1997)
74789,28,2.88,Alice in Wonderland (2010)
74948,2,4.0,Harry Brown (2009)
99728,3,3.33,Gangster Squad (2013)
1648,4,3.5,"House of Yes, The (1997)"
3837,3,2.5,Phantasm II (1988)
484,2,3.0,Lassie (1994)
1753,16,3.59,Half Baked (1998)
4291,11,2.73,Nine to Five (a.k.a. 9 to 5) (1980)
89904,11,4.05,The Artist (2011)
3707,10,2.7,9 1/2 Weeks (Nine 1/2 Weeks) (1986)
3307,13,3.85,City Lights (1931)
58303,3,3.33,"Counterfeiters, The (Die Fälscher) (2007)"
81087,1,4.5,Luck by Chance (2009)
4661,2,3.0,Sea of Love (1989)
6288,4,3.88,Better Luck Tomorrow (2002)
100083,3,3.5,Movie 43 (2013)
175577,1,1.5,Rory Scovel Tries Stand-Up for the First Time (2017)
33201,1,4.5,Between Your Legs (Entre las piernas) (1999)
6041,3,3.83,Amen. (2002)
147372,2,3.75,Doctor Who: Last Christmas (2014)
33639,3,3.33,Mad Hot Ballroom (2005)
3161,2,3.0,Onegin (1999)
5398,2,4.0,Requiem for a Heavyweight (1962)
190219,1,1.0,Bunny (1998)
2442,3,3.83,Hilary and Jackie (1998)
7756,2,4.0,Alexander Nevsky (Aleksandr Nevskiy) (1938)
43912,1,2.0,Freedomland (2006)
4526,5,3.1,My Stepmother Is an Alien (1988)
88672,2,3.25,Our Idiot Brother (2011)
118924,2,3.0,Top Five (2014)
7181,1,3.5,Ship of Fools (1965)
96,1,3.5,In the Bleak Midwinter (1995)
8461,1,3.5,Dragon Seed (1944)
8591,1,3.5,"Philadelphia Experiment, The (1984)"
51573,1,3.0,Meshes of the Afternoon (1943)
31367,1,2.0,"Chase, The (1994)"
202,1,3.0,Total Eclipse (1995)
804,8,3.25,She's the One (1996)
1733,4,4.5,Afterglow (1997)
1610,90,3.87,"Hunt for Red October, The (1990)"
5349,122,3.54,Spider-Man (2002)
8368,93,3.91,Harry Potter and the Prisoner of Azkaban (2004)
5669,58,3.78,Bowling for Columbine (2002)
118900,5,2.9,Wild (2014)
610,33,3.55,Heavy Metal (1981)
1322,3,1.5,Amityville 1992: It's About Time (1992)
3852,13,3.38,"Tao of Steve, The (2000)"
3350,3,3.83,"Raisin in the Sun, A (1961)"
3347,9,4.17,Never Cry Wolf (1983)
4686,4,1.63,Weekend at Bernie's II (1993)
4399,2,3.75,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)"
4255,10,2.2,Freddy Got Fingered (2001)
115210,13,3.77,Fury (2014)
115680,3,3.83,Time Lapse (2014)
7022,30,3.93,Battle Royale (Batoru rowaiaru) (2000)
68659,8,2.88,Fanboys (2009)
50274,2,3.5,Venus (2006)
83177,3,1.17,Yogi Bear (2010)
35807,1,4.0,"Teahouse of the August Moon, The (1956)"
125974,2,3.75,Halloweentown High (2004)
121372,1,4.5,Bill Burr: Let It Go (2010)
179709,1,3.0,Wonder Wheel (2017)
3618,12,3.54,Small Time Crooks (2000)
2210,2,3.25,Sabotage (1936)
1454,6,3.75,SubUrbia (1997)
3724,5,3.3,Coming Home (1978)
7319,6,2.08,Club Dread (2004)
7926,1,4.0,High and Low (Tengoku to jigoku) (1963)
102084,1,5.0,Justice League: Doom (2012)
2979,1,3.0,Body Shots (1999)
4138,2,1.0,My Demon Lover (1987)
32116,1,2.5,"Oh, God! You Devil (1984)"
5580,1,3.5,Aspen Extreme (1993)
109416,1,2.0,Bring It On: Fight to the Finish (2009)
157200,2,2.25,Money Monster (2016)
8620,2,1.5,"Exterminating Angel, The (Ángel exterminador, El) (1962)"
26359,1,4.5,1900 (Novecento) (1976)
3619,1,2.0,"Hollywood Knights, The (1980)"
44238,1,2.5,Leprechaun 2 (1994)
320,1,3.0,Suture (1993)
6573,1,4.0,Avanti! (1972)
31086,1,3.5,Battles Without Honor & Humanity (Jingi naki tatakai) (1973)
89118,4,3.0,"Skin I Live In, The (La piel que habito) (2011)"
89028,2,3.0,Don't Be Afraid of the Dark (2010)
1030,15,2.77,Pete's Dragon (1977)
300,81,3.52,Quiz Show (1994)
43,8,3.19,Restoration (1995)
5816,102,3.6,Harry Potter and the Chamber of Secrets (2002)
53972,32,3.41,Live Free or Die Hard (2007)
57669,41,4.16,In Bruges (2008)
58295,13,3.62,"Bank Job, The (2008)"
3393,3,1.33,Date with an Angel (1987)
3633,17,3.26,On Her Majesty's Secret Service (1969)
115502,1,3.5,"Rewrite, The (2014)"
51935,25,3.86,Shooter (2007)
897,2,3.75,For Whom the Bell Tolls (1943)
52287,11,3.55,Meet the Robinsons (2007)
6536,6,3.67,Sinbad: Legend of the Seven Seas (2003)
79572,1,2.5,Ramona and Beezus (2010)
116799,6,3.67,Inherent Vice (2014)
30803,3,4.5,3-Iron (Bin-jip) (2004)
111622,3,4.0,Begin Again (2013)
3372,2,4.0,"Bridge at Remagen, The (1969)"
2091,4,2.25,Return from Witch Mountain (1978)
5788,3,3.67,All or Nothing (2002)
5818,1,4.5,"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)"
2741,2,2.0,No Mercy (1986)
46335,11,2.09,"Fast and the Furious: Tokyo Drift, The (Fast and the Furious 3, The) (2006)"
34271,4,3.75,Hustle & Flow (2005)
62081,8,3.06,Eagle Eye (2008)
58870,2,3.5,Zebraman (2004)
5723,1,5.0,Continental Divide (1981)
3738,2,3.0,"Sugarland Express, The (1974)"
55729,1,3.0,King of California (2007)
90630,1,3.5,Miss Representation (2011)
4297,2,3.75,Pelle the Conqueror (Pelle erobreren) (1987)
71999,1,4.5,Aelita: The Queen of Mars (Aelita) (1924)
95149,1,5.0,Superman/Batman: Public Enemies (2009)
4125,2,0.75,Leonard Part 6 (1987)
4721,4,2.13,American Outlaws (2001)
6210,1,3.0,Volcano High (Whasango) (2001)
8577,1,4.0,Comandante (2003)
34018,1,3.0,At the Circus (1939)
151653,1,1.5,Welcome to Happiness (2015)
6584,3,3.17,"What's Up, Tiger Lily? (1966)"
32914,1,3.0,Carrie (2002)
633,1,5.0,Denise Calls Up (1995)
60803,1,2.5,"Little Drummer Boy, The (1968)"
99030,1,4.0,Wrong (2012)
147657,1,4.0,Masked Avengers (1981)
7217,1,4.0,Dark Passage (1947)
8336,1,3.5,"Major and the Minor, The (1942)"
2048,8,3.56,"Great Mouse Detective, The (1986)"
5,49,3.07,Father of the Bride Part II (1995)
273,28,2.95,Mary Shelley's Frankenstein (Frankenstein) (1994)
3624,43,3.15,Shanghai Noon (2000)
4148,39,2.94,Hannibal (2001)
107846,1,3.5,MacGyver: Trail to Doomsday (1994)
4901,27,3.48,Spy Game (2001)
102716,7,3.36,"Fast & Furious 6 (Fast and the Furious 6, The) (2013)"
421,12,3.21,Black Beauty (1994)
1592,4,2.38,Air Bud (1997)
3946,5,2.5,Get Carter (2000)
3196,9,3.72,Stalag 17 (1953)
151759,1,2.5,Requiem for the American Dream (2015)
3811,7,3.93,Breaker Morant (1980)
6188,39,3.51,Old School (2003)
4877,1,3.5,Better Than Sex (2000)
6939,1,4.0,Gloomy Sunday (Ein Lied von Liebe und Tod) (1999)
48342,2,4.0,Conversations with Other Women (2005)
114762,3,2.83,Two Night Stand (2014)
41828,1,4.5,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966)
100507,4,3.63,21 and Over (2013)
103602,1,5.0,Craig Ferguson: I'm Here To Help (2013)
133879,1,4.0,Carry On Don't Lose Your Head (1966)
1981,3,2.0,Friday the 13th Part VIII: Jason Takes Manhattan (1989)
179133,1,5.0,Loving Vincent (2017)
4976,4,3.88,Iris (2001)
142422,4,4.25,The Night Before (2015)
161024,1,4.5,Jim Jefferies: Freedumb (2016)
176329,1,4.0,Ari Shaffir: Double Negative (2017)
3296,7,4.07,To Sir with Love (1967)
155064,2,3.0,The Neon Demon (2016)
6386,1,4.0,Nevada Smith (1966)
160718,2,4.5,Piper (2016)
2847,2,3.0,Only Angels Have Wings (1939)
3068,7,4.36,"Verdict, The (1982)"
3389,1,2.0,Let's Get Harry (1986)
183011,1,1.5,The Commuter (2018)
8241,1,4.0,Masterminds (1997)
2866,5,3.6,"Buddy Holly Story, The (1978)"
65601,1,2.0,My Bloody Valentine 3-D (2009)
58376,2,3.75,Zeitgeist: The Movie (2007)
147002,1,4.0,Eros (2004)
2856,1,3.0,I Saw What You Did (1965)
3855,2,4.75,"Affair of Love, An (Liaison pornographique, Une) (1999)"
49132,3,3.0,Shut Up & Sing (2006)
103221,1,2.5,Not Suitable for Children (2012)
62586,1,2.0,"American Carol, An (2008)"
55061,1,1.0,Electroma (2006)
67193,1,2.5,Duplicity (2009)
163,66,3.56,Desperado (1995)
2174,91,3.47,Beetlejuice (1988)
2947,53,3.84,Goldfinger (1964)
31,38,3.18,Dangerous Minds (1995)
2336,23,3.67,Elizabeth (1998)
1082,6,3.58,"Candidate, The (1972)"
1307,85,3.86,When Harry Met Sally... (1989)
95449,5,2.7,Magic Mike (2012)
95510,30,3.25,"Amazing Spider-Man, The (2012)"
2123,15,2.7,All Dogs Go to Heaven (1989)
2463,14,3.32,Ruthless People (1986)
1022,42,3.49,Cinderella (1950)
46972,23,3.24,Night at the Museum (2006)
49530,53,3.76,Blood Diamond (2006)
2731,12,4.0,"400 Blows, The (Les quatre cents coups) (1959)"
175743,1,3.0,Self-criticism of a Bourgeois Dog (2017)
2183,9,3.56,"Man Who Knew Too Much, The (1956)"
60072,22,3.16,Wanted (2008)
7320,5,3.4,Dirty Dancing: Havana Nights (2004)
41724,1,4.5,Wal-Mart: The High Cost of Low Price (2005)
143031,1,5.0,Jump In! (2007)
74324,4,4.38,Temple Grandin (2010)
147282,1,4.0,What Men Still Talk About (2011)
109282,1,3.0,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012)
4792,4,3.13,13 Ghosts (1960)
6093,4,3.38,"Last Unicorn, The (1982)"
3117,4,3.88,Ride with the Devil (1999)
6213,7,2.64,Tears of the Sun (2003)
2779,13,3.27,Heaven Can Wait (1978)
4160,4,4.13,"Widow of St. Pierre, The (Veuve de Saint-Pierre, La) (2000)"
6368,4,4.0,Cinemania (2002)
3036,7,3.79,"Quest for Fire (Guerre du feu, La) (1981)"
3194,4,3.63,"Way We Were, The (1973)"
7376,6,3.0,Walking Tall (2004)
2660,4,3.5,"Thing from Another World, The (1951)"
128902,1,4.0,The Forgotten Space (2010)
57843,1,4.5,Rise of the Footsoldier (2007)
4237,1,4.0,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)"
71732,2,2.5,I Sell the Dead (2008)
74530,7,2.36,Percy Jackson & the Olympians: The Lightning Thief (2010)
1940,1,4.0,Gentleman's Agreement (1947)
5755,2,2.0,Happy Birthday to Me (1981)
8943,2,1.75,Being Julia (2004)
5069,2,3.25,Escaflowne: The Movie (Escaflowne) (2000)
68522,1,3.5,Earth (2007)
2737,1,4.0,Assassination (1987)
103245,1,2.5,Adam and Eve (National Lampoon's Adam & Eve) (2005)
908,57,4.18,North by Northwest (1959)
2351,7,4.29,"Nights of Cabiria (Notti di Cabiria, Le) (1957)"
4741,7,3.71,Together (Tillsammans) (2000)
100,14,2.79,City Hall (1996)
58299,8,3.44,Horton Hears a Who! (2008)
98124,7,3.93,"Batman: The Dark Knight Returns, Part 1 (2012)"
2206,5,4.0,Suspicion (1941)
2841,18,3.53,Stir of Echoes (1999)
46723,31,3.5,Babel (2006)
5283,22,2.91,National Lampoon's Van Wilder (2002)
190183,1,3.5,The Darkest Minds (2018)
5644,3,3.5,"Pride of the Yankees, The (1942)"
128968,2,4.0,Stitch! The Movie (2003)
2337,4,3.38,Velvet Goldmine (1998)
4941,8,3.19,Flash Gordon (1980)
4247,21,2.38,Joe Dirt (2001)
2775,1,1.0,Head On (1998)
6448,2,4.0,"Flight of the Phoenix, The (1965)"
34334,5,2.5,Stealth (2005)
6588,1,4.0,And Now... Ladies and Gentlemen... (2002)
7981,9,4.33,Infernal Affairs (Mou gaan dou) (2002)
31431,2,2.0,Boogeyman (2005)
26524,2,4.5,"Times of Harvey Milk, The (1984)"
3676,10,3.75,Eraserhead (1977)
5556,3,1.5,FearDotCom (a.k.a. Fear.com) (a.k.a. Fear Dot Com) (2002)
26242,5,3.2,Duel (1971)
113207,1,3.5,Get on Up (2014)
2902,4,2.5,Psycho II (1983)
84615,2,2.25,Cedar Rapids (2011)
27838,2,3.75,Mean Creek (2004)
134019,1,3.5,The Monkey King (1964)
145080,1,2.5,Extraordinary Tales (2015)
7820,2,3.75,"Virgin Spring, The (Jungfrukällan) (1960)"
4961,1,2.5,Pornstar: The Legend of Ron Jeremy (2001)
129333,1,1.5,Julia (2014)
142424,1,2.0,Into the Forest (2015)
164375,1,1.5,All Roads Lead to Rome (2016)
7382,2,4.25,I'm Not Scared (Io non ho paura) (2003)
5189,1,1.5,Humanoids from the Deep (1980)
26761,1,3.0,Prime Suspect 2 (1992)
153070,1,3.5,Rabbits (2002)
26567,1,2.0,Club Paradise (1986)
4615,1,4.0,Last Exit to Brooklyn (1989)
5922,1,2.5,Attila (Attila Flagello di Dio) (1982)
27627,1,4.5,Oasis (2002)
105801,1,3.0,Escape From Tomorrow (2013)
7311,3,3.67,"Goodbye, Mr. Chips (1939)"
7336,1,3.5,"Damned, The (La Caduta degli dei) (1969)"
2571,278,4.19,"Matrix, The (1999)"
912,100,4.24,Casablanca (1942)
1079,71,3.92,"Fish Called Wanda, A (1988)"
8969,20,3.03,Bridget Jones: The Edge of Reason (2004)
1616,20,3.03,"Peacemaker, The (1997)"
122900,27,3.72,Ant-Man (2015)
2118,15,3.73,"Dead Zone, The (1983)"
3285,32,3.06,"Beach, The (2000)"
4280,9,3.56,"World According to Garp, The (1982)"
140174,8,3.56,Room (2015)
2554,3,3.17,Children of the Damned (1963)
1254,16,3.66,"Treasure of the Sierra Madre, The (1948)"
175303,9,3.33,It (2017)
6025,5,2.9,CB4 - The Movie (1993)
7048,4,3.38,Nothing to Lose (1997)
34332,6,2.92,Sky High (2005)
84246,1,4.5,It Happened on Fifth Avenue (1947)
131610,1,5.0,Willy/Milly (1986)
153408,1,4.0,Tears for Sale (2008)
4954,11,3.64,Ocean's Eleven (a.k.a. Ocean's 11) (1960)
131237,1,5.0,What Men Talk About (2010)
134861,1,2.5,Trevor Noah: African American (2013)
3224,4,4.75,Woman in the Dunes (Suna no onna) (1964)
188751,1,4.5,Mamma Mia: Here We Go Again! (2018)
32632,1,3.5,Electra Glide in Blue (1973)
8225,1,4.0,Night of the Living Dead (1990)
26870,3,2.67,Major League II (1994)
2098,2,2.5,Son of Flubber (1963)
132796,4,1.88,San Andreas (2015)
47446,1,3.5,"Moustache, La (2005)"
148424,2,3.75,Chi-Raq (2015)
170355,2,3.75,Mulholland Dr. (1999)
7925,2,4.25,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)"
7115,5,2.6,Deep Red (Profondo rosso) (1975)
69453,2,1.5,"Land That Time Forgot, The (1975)"
75816,1,2.0,Women in Trouble (2009)
151501,1,1.5,Exposed (2016)
6984,1,4.0,"Tale of Two Cities, A (1935)"
7782,2,3.0,Sniper (1993)
5742,1,4.0,First Monday in October (1981)
7321,2,2.75,Twisted (2004)
3243,15,2.4,Encino Man (1992)
359,1,3.0,I Like It Like That (1994)
3114,97,3.86,Toy Story 2 (1999)
66203,11,2.82,He's Just Not That Into You (2009)
122924,14,3.07,X-Men: Apocalypse (2016)
49651,14,3.32,Rocky Balboa (2006)
51540,38,3.71,Zodiac (2007)
106839,2,3.75,Mandela: Long Walk to Freedom (2013)
7570,8,3.31,Octopussy (1983)
103228,14,3.61,Pacific Rim (2013)
111617,8,3.81,Blended (2014)
6234,1,3.5,Equus (1977)
8012,3,3.67,Kikujiro (Kikujirô no natsu) (1999)
481,19,3.16,Kalifornia (1993)
5267,12,3.29,"Rookie, The (2002)"
7481,4,4.0,Enemy Mine (1985)
27801,12,4.0,Ong-Bak: The Thai Warrior (Ong Bak) (2003)
136864,16,2.34,Batman v Superman: Dawn of Justice (2016)
18,20,3.7,Four Rooms (1995)
63876,11,3.55,Milk (2008)
46862,1,3.5,Orchestra Rehearsal (Prova d'orchestra) (1978)
175485,3,1.67,Death Note (2017)
86290,3,4.0,American: The Bill Hicks Story (2009)
523,4,3.5,Ruby in Paradise (1993)
34312,1,5.0,"Calcium Kid, The (2004)"
69304,1,4.0,Imagine That (2009)
146684,1,5.0,Cosmic Scrat-tastrophe (2015)
45175,4,3.75,Kinky Boots (2005)
6643,4,2.63,Tokyo Story (Tôkyô monogatari) (1953)
36363,2,3.75,Kin-Dza-Dza! (1986)
7439,14,3.5,"Punisher, The (2004)"
120635,5,2.7,Taken 3 (2015)
25825,4,3.38,Fury (1936)
119167,1,3.5,Paradox (2010)
60937,7,2.64,"Mummy: Tomb of the Dragon Emperor, The (2008)"
27899,2,2.75,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004)
26492,3,3.0,Twilight Zone: The Movie (1983)
40723,4,3.25,Wolf Creek (2005)
4809,3,4.17,Silkwood (1983)
80839,1,2.5,Secretariat (2010)
37857,9,3.61,MirrorMask (2005)
76054,1,4.0,Oceans (Océans) (2009)
100737,1,3.5,Snitch (2013)
2552,2,1.5,My Boyfriend's Back (1993)
4617,2,3.5,Let It Ride (1989)
127130,1,4.0,Mistress America (2015)
3125,1,4.0,"End of the Affair, The (1999)"
4296,2,3.0,Love Story (1970)
5384,1,3.0,I Want to Live! (1958)
8730,2,4.0,To End All Wars (2001)
4759,1,4.0,Two Can Play That Game (2001)
1978,2,2.5,Friday the 13th Part V: A New Beginning (1985)
4240,1,2.0,Just Visiting (2001)
27722,3,4.17,Last Life in the Universe (Ruang rak noi nid mahasan) (2003)
87960,1,3.0,Between the Folds (2008)
7131,1,3.0,"Summer Place, A (1959)"
82641,1,3.0,"One-Armed Swordsman, The (Dubei dao) (1967)"
70,55,3.51,From Dusk Till Dawn (1996)
1473,1,4.0,Best Men (1997)
2099,6,3.42,Song of the South (1946)
1250,45,4.12,"Bridge on the River Kwai, The (1957)"
5120,3,4.17,Sleuth (1972)
158972,3,3.67,Toni Erdmann (2016)
56782,28,4.14,There Will Be Blood (2007)
3221,5,3.7,"Draughtsman's Contract, The (1982)"
174737,1,3.0,Don Camillo in Moscow (1965)
2322,8,3.06,Soldier (1998)
54999,12,3.46,Shoot 'Em Up (2007)
56801,6,2.58,AVPR: Aliens vs. Predator - Requiem (2007)
